,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,season,year_1955,median_price,buy,price_sell,best_scenario,worst_scenario
20747,2926049582,2015-04-12,265000.0,2,1.5,1084,3427,2.0,0,0,3,7,1084,0,1976,0,98125,47.7117,-122.326,1084,6250,2015,4,spring,1,450000.0,1,318000.0,344500.0,304750.0
20748,3438503230,2014-10-30,395000.0,3,2.5,2510,5320,2.0,0,0,3,8,2510,0,2005,0,98106,47.5374,-122.357,1820,5736,2014,10,fall,1,450000.0,1,474000.0,513500.0,454249.99999999994
20749,2827100075,2014-07-27,286308.0,2,1.5,1220,1036,3.0,0,0,3,7,1220,0,2006,0,98133,47.7348,-122.347,1210,659,2014,7,sumer,1,450000.0,1,343569.6,372200.4,329254.19999999995
20750,1702900624,2014-05-27,370000.0,2,2.25,1280,835,2.0,0,0,3,7,1080,200,2009,0,98118,47.5592,-122.284,1280,1246,2014,5,winter,1,450000.0,1,444000.0,481000.0,425499.99999999994
20752,301401620,2014-10-15,298900.0,3,2.5,1852,4000,2.0,0,0,3,7,1852,0,2014,0,98002,47.3451,-122.209,2475,4000,2014,10,fall,1,450000.0,1,358680.0,388570.0,343735.0
20756,3057000400,2014-07-08,249000.0,2,1.5,1090,2686,2.0,0,0,3,7,1090,0,1982,0,98034,47.717,-122.19,1160,2158,2014,7,sumer,1,450000.0,1,298800.0,323700.0,286350.0
20757,3022900070,2014-09-29,348000.0,3,2.0,2360,6145,1.0,0,0,3,8,2360,0,2011,0,98030,47.3564,-122.198,2304,5880,2014,9,fall,1,450000.0,1,417600.0,452400.0,400199.99999999994
20758,9406710060,2014-11-14,358000.0,5,2.5,2460,5604,2.0,0,0,3,8,2460,0,2011,0,98038,47.3658,-122.037,2210,6395,2014,11,fall,1,450000.0,1,429600.0,465400.0,411699.99999999994
20759,3353401070,2014-06-25,260000.0,5,2.5,2025,7760,2.0,0,0,3,7,2025,0,2007,0,98001,47.2671,-122.256,1664,9000,2014,6,sumer,1,450000.0,1,312000.0,338000.0,299000.0
20764,9536600810,2014-07-08,380000.0,4,2.5,1984,32400,1.0,0,0,3,8,1564,420,1962,0,98198,47.36,-122.318,1390,9152,2014,7,sumer,1,450000.0,1,456000.0,494000.0,436999.99999999994
20768,7792000140,2015-05-04,369000.0,4,2.5,3060,27251,1.5,0,0,3,8,3060,0,2008,0,98022,47.1967,-121.966,1760,27251,2015,5,winter,1,450000.0,1,442800.0,479700.0,424349.99999999994
20770,9310300160,2014-08-28,357000.0,5,2.5,2990,9240,2.0,0,0,3,8,2990,0,2015,0,98133,47.7384,-122.348,1970,18110,2014,8,winter,1,450000.0,1,428400.0,464100.0,410549.99999999994
20773,7304301231,2014-06-17,345000.0,3,2.5,1680,2229,2.0,0,0,3,7,1680,0,2007,0,98155,47.7484,-122.322,1230,9300,2014,6,sumer,1,450000.0,1,414000.0,448500.0,396749.99999999994
20777,2822059360,2014-07-24,253101.0,3,2.0,1239,6036,1.0,0,0,3,7,1239,0,2009,0,98030,47.3689,-122.175,2060,5746,2014,7,sumer,1,450000.0,1,303721.2,329031.3,291066.14999999997
20779,6300000226,2014-06-26,240000.0,4,1.0,1200,2171,1.5,0,0,3,7,1200,0,1933,0,98133,47.7076,-122.342,1130,1598,2014,6,sumer,0,450000.0,1,288000.0,312000.0,276000.0
20780,6300000226,2015-05-04,380000.0,4,1.0,1200,2171,1.5,0,0,3,7,1200,0,1933,0,98133,47.7076,-122.342,1130,1598,2015,5,winter,0,450000.0,1,456000.0,494000.0,436999.99999999994
20781,9524100196,2014-11-17,239000.0,2,1.5,680,772,2.0,0,0,3,7,680,0,2005,0,98103,47.695,-122.343,690,1059,2014,11,fall,1,450000.0,1,286800.0,310700.0,274850.0
20783,2619950070,2014-08-26,430000.0,4,2.5,2750,7200,2.0,0,0,3,8,2750,0,2011,0,98019,47.7327,-121.966,2750,7200,2014,8,winter,1,450000.0,1,516000.0,559000.0,494499.99999999994
20785,7694200350,2014-08-20,399963.0,4,2.5,2620,4050,2.0,0,0,3,8,2620,0,2014,0,98146,47.5017,-122.34,2030,3944,2014,8,winter,1,450000.0,1,479955.6,519951.9,459957.44999999995
20786,7600136,2014-07-18,411000.0,2,2.0,1130,1148,2.0,0,0,3,9,800,330,2007,0,98122,47.6023,-122.314,1350,1201,2014,7,sumer,1,450000.0,1,493200.0,534300.0,472649.99999999994
20790,3845101070,2015-04-28,425996.0,4,2.5,2568,5000,2.0,0,0,3,9,2568,0,2014,0,98092,47.2596,-122.194,2547,4500,2015,4,spring,1,450000.0,1,511195.19999999995,553794.8,489895.39999999997
20796,8096800260,2015-04-07,272000.0,3,2.5,1528,7616,2.0,0,0,3,7,1528,0,2011,0,98030,47.3774,-122.186,1850,7340,2015,4,spring,1,450000.0,1,326400.0,353600.0,312800.0
20799,7772850060,2014-11-10,290000.0,3,2.5,1420,3542,2.0,0,0,3,8,1310,110,2007,0,98133,47.7731,-122.343,1180,1622,2014,11,fall,1,450000.0,1,348000.0,377000.0,333500.0
20800,6130500070,2014-10-08,378000.0,3,2.5,1650,2082,3.0,0,0,3,8,1650,0,2007,0,98133,47.7108,-122.332,1650,1965,2014,10,fall,1,450000.0,1,453600.0,491400.0,434699.99999999994
20804,7570050070,2015-02-05,419900.0,5,3.5,2880,5000,2.0,0,0,3,8,2260,620,2012,0,98038,47.3455,-122.023,2590,4800,2015,2,winter,1,450000.0,1,503880.0,545870.0,482884.99999999994
20806,3831250350,2015-04-08,374000.0,3,2.5,2185,6042,2.0,0,0,3,9,2185,0,2009,0,98030,47.3573,-122.202,2297,5876,2015,4,spring,1,450000.0,1,448800.0,486200.0,430099.99999999994
20807,6056100160,2014-07-28,182568.0,4,1.5,1500,2106,2.0,0,0,3,7,1500,0,2014,0,98108,47.5669,-122.297,1490,2175,2014,7,sumer,1,450000.0,1,219081.6,237338.4,209953.19999999998
20808,1402970070,2014-06-26,334888.0,3,2.5,1769,7324,2.0,0,0,3,9,1769,0,2012,0,98092,47.3307,-122.188,2502,6017,2014,6,sumer,1,450000.0,1,401865.6,435354.4,385121.19999999995
20810,8091670030,2014-05-12,383000.0,4,2.5,2160,6223,2.0,0,0,3,8,2160,0,2010,0,98038,47.3494,-122.042,2160,5555,2014,5,winter,1,450000.0,1,459600.0,497900.0,440449.99999999994
20812,255450390,2014-07-07,351999.0,3,2.5,2370,4200,2.0,0,0,3,8,2370,0,2014,0,98038,47.3706,-122.017,2370,4200,2014,7,sumer,1,450000.0,1,422398.8,457598.7,404798.85
20814,9347300160,2015-01-25,312000.0,3,2.5,1780,4077,2.0,0,0,3,8,1780,0,2011,0,98038,47.3568,-122.056,1970,4077,2015,1,winter,1,450000.0,1,374400.0,405600.0,358800.0
20817,1324300126,2015-03-13,415000.0,2,2.5,1160,1219,3.0,0,0,3,8,1160,0,2007,0,98107,47.6543,-122.358,1320,2800,2015,3,spring,1,450000.0,1,498000.0,539500.0,477249.99999999994
20819,3336500140,2014-09-19,208800.0,3,2.5,1390,2450,2.0,0,0,3,7,1390,0,2009,0,98118,47.5298,-122.269,1390,2450,2014,9,fall,1,450000.0,1,250560.0,271440.0,240119.99999999997
20825,255450030,2014-09-18,369946.0,3,2.5,2420,4725,2.0,0,0,3,8,2420,0,2014,0,98038,47.371,-122.018,2370,4200,2014,9,fall,1,450000.0,1,443935.2,480929.8,425437.89999999997
20827,1329300070,2015-03-20,386000.0,4,2.5,2478,6079,2.0,0,0,3,8,2478,0,2012,0,98030,47.3524,-122.175,2279,6079,2015,3,spring,1,450000.0,1,463200.0,501800.0,443899.99999999994
20832,2114700374,2015-04-13,357500.0,3,3.0,1730,1442,2.0,0,0,3,8,1440,290,2008,0,98106,47.5344,-122.348,1370,1524,2015,4,spring,1,450000.0,1,429000.0,464750.0,411124.99999999994
20833,9264450550,2014-05-20,329995.0,4,2.5,2303,3680,2.0,0,0,3,8,2303,0,2013,0,98001,47.2599,-122.283,2303,3760,2014,5,winter,1,450000.0,1,395994.0,428993.5,379494.24999999994
20834,3862710200,2014-09-25,414000.0,3,2.5,1790,3754,2.0,0,0,3,8,1790,0,2013,0,98065,47.534,-121.841,1800,3393,2014,9,fall,1,450000.0,1,496800.0,538200.0,476099.99999999994
20836,3814900260,2015-03-05,402395.0,4,2.5,2669,5385,2.0,0,0,3,9,2669,0,2014,0,98092,47.3262,-122.165,2669,4645,2015,3,spring,1,450000.0,1,482874.0,523113.5,462754.24999999994
20839,2895800640,2014-09-17,239800.0,2,1.75,1290,1493,2.0,0,0,3,8,1290,0,2014,0,98106,47.5171,-122.346,1410,1875,2014,9,fall,1,450000.0,1,287760.0,311740.0,275770.0
20842,2770601769,2014-06-17,435000.0,3,2.25,1230,1238,2.0,0,0,3,8,1080,150,2009,0,98199,47.6519,-122.384,1230,953,2014,6,sumer,1,450000.0,1,522000.0,565500.0,500249.99999999994
20845,993002108,2015-03-30,399995.0,3,1.5,1140,1069,3.0,0,0,3,8,1140,0,2005,0,98103,47.6907,-122.342,1230,1276,2015,3,spring,1,450000.0,1,479994.0,519993.5,459994.24999999994
20846,993000327,2014-05-06,369950.0,3,2.0,1270,1320,3.0,0,0,3,8,1270,0,2006,0,98103,47.6937,-122.342,1370,1320,2014,5,winter,1,450000.0,1,443940.0,480935.0,425442.49999999994
20848,7967000270,2014-11-25,353000.0,4,2.5,1912,5000,2.0,0,0,3,8,1912,0,2012,0,98001,47.3511,-122.275,2020,5000,2014,11,fall,1,450000.0,1,423600.0,458900.0,405949.99999999994
20849,7137800310,2015-02-25,329950.0,4,2.5,2300,9690,2.0,0,0,3,8,2300,0,2006,0,98023,47.2793,-122.352,1200,9085,2015,2,winter,1,450000.0,1,395940.0,428935.0,379442.49999999994
20850,2211300260,2015-03-13,367000.0,3,2.5,2828,4050,2.0,0,0,3,8,2828,0,2013,0,98030,47.382,-122.197,2513,4507,2015,3,spring,1,450000.0,1,440400.0,477100.0,422049.99999999994
20851,8956200070,2014-09-05,447500.0,4,2.5,2425,9017,2.0,0,0,3,9,2425,0,2013,0,98001,47.3003,-122.263,2725,7019,2014,9,fall,1,450000.0,1,537000.0,581750.0,514624.99999999994
20853,1523300140,2014-09-04,325000.0,1,1.0,730,1942,1.0,0,0,3,7,730,0,2009,0,98144,47.5943,-122.299,1020,2044,2014,9,fall,1,450000.0,1,390000.0,422500.0,373750.0
20855,7660100238,2014-11-11,329950.0,3,2.5,1300,812,2.0,0,0,3,8,880,420,2008,0,98144,47.5893,-122.317,1300,824,2014,11,fall,1,450000.0,1,395940.0,428935.0,379442.49999999994
20856,5381000477,2015-01-28,399500.0,4,2.5,2560,7492,2.0,0,0,3,8,2560,0,2014,0,98188,47.4467,-122.287,1260,11541,2015,1,winter,1,450000.0,1,479400.0,519350.0,459424.99999999994
20858,5288200072,2014-10-01,427000.0,2,1.5,1440,725,2.0,0,0,3,8,1100,340,2011,0,98126,47.5607,-122.378,1440,4255,2014,10,fall,1,450000.0,1,512400.0,555100.0,491049.99999999994
20859,9524100322,2014-10-20,375000.0,3,2.25,1140,1557,3.0,0,0,3,8,1140,0,2007,0,98103,47.6947,-122.342,1140,1245,2014,10,fall,1,450000.0,1,450000.0,487500.0,431249.99999999994
20862,8165500790,2014-12-29,336900.0,3,2.5,1690,1200,2.0,0,0,3,8,1410,280,2014,0,98106,47.5388,-122.367,1740,1664,2014,12,winter,1,450000.0,1,404280.0,437970.0,387434.99999999994
20867,8943600360,2015-02-19,299000.0,3,2.25,1350,3582,2.0,0,0,3,8,1350,0,2010,0,98031,47.4214,-122.191,1940,3860,2015,2,winter,1,450000.0,1,358800.0,388700.0,343850.0
20869,6130500120,2015-04-17,428000.0,3,2.5,1650,2201,3.0,0,0,3,8,1650,0,2007,0,98133,47.7108,-122.333,1650,1965,2015,4,spring,1,450000.0,1,513600.0,556400.0,492199.99999999994
20870,3575305485,2014-08-29,409000.0,3,2.5,1890,6500,2.0,0,0,3,7,1890,0,2012,0,98074,47.6225,-122.058,2340,7500,2014,8,winter,1,450000.0,1,490800.0,531700.0,470349.99999999994
20873,8946390040,2014-05-08,375000.0,6,2.25,3206,5793,2.0,0,0,3,7,3206,0,2012,0,98032,47.369,-122.287,2527,5804,2014,5,winter,1,450000.0,1,450000.0,487500.0,431249.99999999994
20876,8669180150,2015-03-26,300000.0,4,3.0,1984,4419,2.0,0,0,3,7,1984,0,2010,0,98002,47.3514,-122.213,2440,4418,2015,3,spring,1,450000.0,1,360000.0,390000.0,345000.0
20878,2309710230,2015-04-15,275000.0,3,2.75,1740,5757,1.0,0,0,3,7,1740,0,2010,0,98022,47.1941,-121.979,2380,5647,2015,4,spring,1,450000.0,1,330000.0,357500.0,316250.0
20879,2895800610,2014-09-26,352800.0,4,2.25,1800,2752,2.0,0,0,3,8,1800,0,2014,0,98106,47.5167,-122.346,1650,2752,2014,9,fall,1,450000.0,1,423360.0,458640.0,405719.99999999994
20884,3353400092,2014-12-23,270500.0,5,2.5,2406,7093,2.0,0,0,3,8,2406,0,2006,0,98001,47.2615,-122.252,1767,7093,2014,12,winter,1,450000.0,1,324600.0,351650.0,311075.0
20887,133000271,2014-12-01,355000.0,5,2.5,2540,5100,2.0,0,0,3,7,2540,0,2014,0,98168,47.5123,-122.316,1400,9440,2014,12,winter,1,450000.0,1,426000.0,461500.0,408249.99999999994
20888,6749700063,2014-12-15,356000.0,2,2.25,1230,989,3.0,0,0,3,8,1230,0,2007,0,98103,47.6975,-122.348,1230,1223,2014,12,winter,1,450000.0,1,427200.0,462800.0,409399.99999999994
20889,3278613060,2014-08-05,425000.0,4,2.5,1900,2766,2.0,0,0,3,8,1900,0,2014,0,98106,47.543,-122.368,1900,2604,2014,8,winter,1,450000.0,1,510000.0,552500.0,488749.99999999994
20893,993000308,2015-03-18,401000.0,3,2.0,1270,1333,3.0,0,0,3,8,1270,0,2006,0,98103,47.6933,-122.342,1330,1333,2015,3,spring,1,450000.0,1,481200.0,521300.0,461149.99999999994
20896,9542840120,2014-07-02,274500.0,3,2.25,1450,4050,2.0,0,0,3,7,1450,0,2010,0,98038,47.367,-122.019,1660,3800,2014,7,sumer,1,450000.0,1,329400.0,356850.0,315675.0
20899,1773100972,2014-05-15,312000.0,3,2.25,1490,974,2.0,0,0,3,7,1220,270,2009,0,98106,47.5567,-122.363,1490,1283,2014,5,winter,1,450000.0,1,374400.0,405600.0,358800.0
20900,3626039424,2014-06-16,320000.0,3,2.25,1200,1400,3.0,0,0,3,8,1200,0,2005,0,98133,47.7046,-122.357,1370,6552,2014,6,sumer,1,450000.0,1,384000.0,416000.0,368000.0
20901,3175200220,2015-01-13,410000.0,3,2.5,2150,4332,2.0,0,0,3,8,2150,0,2013,0,98019,47.7373,-121.969,2140,4332,2015,1,winter,1,450000.0,1,492000.0,533000.0,471499.99999999994
20903,7813500040,2014-10-15,335000.0,4,2.5,1900,3301,2.0,0,0,3,7,1900,0,2007,0,98178,47.489,-122.249,1960,3379,2014,10,fall,1,450000.0,1,402000.0,435500.0,385249.99999999994
20906,3355400242,2014-10-28,274900.0,3,2.0,1936,6612,2.0,0,0,3,7,1936,0,2014,0,98001,47.2602,-122.246,1620,21600,2014,10,fall,1,450000.0,1,329880.0,357370.0,316135.0
20907,8562780540,2014-12-22,325000.0,2,2.25,1150,711,2.0,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.07,1150,748,2014,12,winter,1,450000.0,1,390000.0,422500.0,373750.0
20908,923049203,2014-05-29,350000.0,4,2.5,2040,22653,2.0,0,0,3,7,2040,0,2011,0,98168,47.4991,-122.299,2020,20502,2014,5,winter,1,450000.0,1,420000.0,455000.0,402499.99999999994
20910,53500450,2015-03-09,311850.0,4,2.5,1890,4158,2.0,0,0,3,8,1890,0,2014,0,98042,47.343,-122.056,2720,4549,2015,3,spring,1,450000.0,1,374220.0,405405.0,358627.5
20912,3023000210,2014-10-01,375000.0,4,2.5,2250,5306,2.0,0,0,3,8,2250,0,2012,0,98038,47.356,-122.057,2250,5306,2014,10,fall,1,450000.0,1,450000.0,487500.0,431249.99999999994
20913,1773100967,2015-02-23,299999.0,3,2.25,1350,1234,2.0,0,0,3,7,1160,190,2007,0,98106,47.5565,-122.363,1420,1234,2015,2,winter,1,450000.0,1,359998.8,389998.7,344998.85
20914,2767704777,2014-09-19,436000.0,3,2.5,1460,1238,2.0,0,0,3,8,1200,260,2008,0,98107,47.6719,-122.374,1280,1257,2014,9,fall,1,450000.0,1,523200.0,566800.0,501399.99999999994
20915,1085621960,2014-12-12,303000.0,3,2.5,2056,3564,2.0,0,0,3,7,2056,0,2014,0,98092,47.338,-122.181,2056,3577,2014,12,winter,1,450000.0,1,363600.0,393900.0,348450.0
20918,5695000142,2014-10-24,420000.0,2,1.5,1100,1107,3.0,0,0,3,8,1100,0,2008,0,98103,47.6584,-122.35,1110,2750,2014,10,fall,1,450000.0,1,504000.0,546000.0,482999.99999999994
20919,9578140180,2014-06-11,329950.0,3,2.5,2456,7566,2.0,0,0,3,8,2456,0,2012,0,98023,47.297,-122.351,2478,7212,2014,6,sumer,1,450000.0,1,395940.0,428935.0,379442.49999999994
20924,7853361210,2015-02-18,400000.0,3,2.0,1650,5027,1.5,0,0,3,7,1650,0,2009,0,98065,47.515,-121.874,2430,6000,2015,2,winter,1,450000.0,1,480000.0,520000.0,459999.99999999994
20925,8141310040,2014-06-27,246950.0,3,3.0,1670,4440,1.0,0,0,3,7,1670,0,2014,0,98022,47.1948,-121.975,1670,4622,2014,6,sumer,1,450000.0,1,296340.0,321035.0,283992.5
20928,53500760,2014-12-08,287000.0,4,2.5,2660,4082,2.0,0,0,3,7,2660,0,2010,0,98042,47.3414,-122.055,2390,4876,2014,12,winter,1,450000.0,1,344400.0,373100.0,330050.0
20931,3679400503,2015-03-30,330000.0,3,1.75,1300,958,2.0,0,0,3,7,840,460,2011,0,98108,47.5677,-122.314,1340,1254,2015,3,spring,1,450000.0,1,396000.0,429000.0,379499.99999999994
20932,1760650210,2014-12-01,286950.0,4,2.5,1610,4052,2.0,0,0,3,7,1610,0,2013,0,98042,47.3603,-122.081,2110,4034,2014,12,winter,1,450000.0,1,344340.0,373035.0,329992.5
20936,3023000410,2015-04-30,405000.0,5,2.75,2400,4900,2.0,0,0,3,8,2400,0,2011,0,98038,47.355,-122.057,2110,5696,2015,4,spring,1,450000.0,1,486000.0,526500.0,465749.99999999994
20941,9267200062,2014-09-11,336000.0,3,2.5,1260,1211,3.0,0,0,3,8,1260,0,2004,0,98103,47.6969,-122.343,1270,1211,2014,9,fall,1,450000.0,1,403200.0,436800.0,386399.99999999994
20942,3278606110,2015-01-08,375000.0,3,2.5,1580,2407,2.0,0,0,3,8,1580,0,2013,0,98126,47.5455,-122.368,1580,2212,2015,1,winter,1,450000.0,1,450000.0,487500.0,431249.99999999994
20943,1657530180,2014-12-04,294500.0,3,2.5,1760,2688,2.0,0,0,3,7,1760,0,2005,0,98059,47.4903,-122.166,1760,2329,2014,12,winter,1,450000.0,1,353400.0,382850.0,338675.0
20946,6601200040,2014-09-19,280000.0,4,2.5,1934,5677,2.0,0,0,3,8,1934,0,2013,0,98001,47.2602,-122.252,1919,5049,2014,9,fall,1,450000.0,1,336000.0,364000.0,322000.0
20949,6163900628,2014-05-16,379950.0,3,3.25,1860,1787,3.0,0,0,3,8,1860,0,2007,0,98155,47.7563,-122.316,1830,1787,2014,5,winter,1,450000.0,1,455940.0,493935.0,436942.49999999994
20953,9578500180,2015-01-21,427000.0,3,2.5,3192,5653,2.0,0,0,3,8,3192,0,2014,0,98023,47.2956,-122.35,3000,5134,2015,1,winter,1,450000.0,1,512400.0,555100.0,491049.99999999994
20955,8138870530,2014-05-05,419190.0,2,2.5,1590,1426,2.0,0,0,3,8,1590,0,2014,0,98029,47.5441,-122.013,1590,1426,2014,5,winter,1,450000.0,1,503028.0,544947.0,482068.49999999994
20957,5416510530,2014-11-24,379950.0,4,2.5,2580,4818,2.0,0,0,3,8,2580,0,2005,0,98038,47.3607,-122.038,2570,5386,2014,11,fall,1,450000.0,1,455940.0,493935.0,436942.49999999994
20958,4181200540,2014-07-28,269800.0,4,2.75,1830,3420,2.0,0,0,3,8,1830,0,2012,0,98198,47.366,-122.308,1813,3420,2014,7,sumer,1,450000.0,1,323760.0,350740.0,310270.0
20959,2222059154,2014-08-13,407000.0,4,2.5,2927,6000,2.0,0,0,3,7,2927,0,2011,0,98042,47.3737,-122.16,2533,6000,2014,8,winter,1,450000.0,1,488400.0,529100.0,468049.99999999994
20961,7203140220,2015-01-16,389700.0,3,2.5,1720,3581,2.0,0,0,3,7,1720,0,2011,0,98053,47.6861,-122.013,1720,3600,2015,1,winter,1,450000.0,1,467640.0,506610.0,448154.99999999994
20962,1278000210,2015-03-11,110000.0,2,1.0,828,4524,1.0,0,0,3,6,828,0,1968,2007,98001,47.2655,-122.244,828,5402,2015,3,spring,1,450000.0,1,132000.0,143000.0,126499.99999999999
20963,6058600220,2014-07-31,230000.0,3,1.5,1040,1264,2.0,0,0,3,9,900,140,2015,0,98144,47.5951,-122.301,1350,3000,2014,7,sumer,1,450000.0,1,276000.0,299000.0,264500.0
20965,3679400484,2014-09-18,295500.0,3,2.5,1410,1332,2.0,0,0,3,7,960,450,2014,0,98108,47.5683,-122.314,1410,1343,2014,9,fall,1,450000.0,1,354600.0,384150.0,339825.0
20968,3336500180,2014-06-05,324500.0,3,2.5,1660,3990,2.0,0,0,3,7,1660,0,2009,0,98118,47.5298,-122.268,1670,4050,2014,6,sumer,1,450000.0,1,389400.0,421850.0,373175.0
20969,2781270530,2015-03-26,193000.0,2,1.75,910,2550,1.0,0,0,3,6,910,0,2004,0,98038,47.3494,-122.022,1310,2550,2015,3,spring,1,450000.0,1,231600.0,250900.0,221949.99999999997
20970,993001563,2014-05-22,355000.0,3,2.25,1280,959,3.0,0,0,3,8,1280,0,2005,0,98103,47.6914,-122.343,1130,1126,2014,5,winter,1,450000.0,1,426000.0,461500.0,408249.99999999994
20972,2222059052,2015-02-27,370950.0,3,2.5,2529,9653,2.0,0,0,3,7,2529,0,2012,0,98042,47.3738,-122.161,2533,6125,2015,2,winter,1,450000.0,1,445140.0,482235.0,426592.49999999994
20977,7889601165,2014-08-26,268000.0,3,2.5,1700,2250,2.0,0,0,3,7,1700,0,2014,0,98168,47.4914,-122.334,1520,4500,2014,8,winter,1,450000.0,1,321600.0,348400.0,308200.0
20978,7227801581,2014-05-07,305450.0,3,2.5,1600,3573,2.0,0,0,3,7,1600,0,2013,0,98056,47.507,-122.181,1500,11089,2014,5,winter,1,450000.0,1,366540.0,397085.0,351267.5
20979,9895000040,2014-07-03,399900.0,2,1.75,1410,1005,1.5,0,0,3,9,900,510,2011,0,98027,47.5446,-122.018,1440,1188,2014,7,sumer,1,450000.0,1,479880.0,519870.0,459884.99999999994
20983,7299600180,2014-06-10,303210.0,4,2.5,2009,5000,2.0,0,0,3,8,2009,0,2014,0,98092,47.2577,-122.198,2009,5182,2014,6,sumer,1,450000.0,1,363852.0,394173.0,348691.5
20984,2149800278,2014-10-15,343000.0,6,5.0,2732,7655,2.0,0,0,3,7,2732,0,2009,0,98002,47.3045,-122.211,3078,69993,2014,10,fall,1,450000.0,1,411600.0,445900.0,394449.99999999994
20985,2517000650,2014-07-16,300000.0,3,2.5,2090,4590,2.0,0,0,3,7,2090,0,2005,0,98042,47.3992,-122.163,2190,4060,2014,7,sumer,1,450000.0,1,360000.0,390000.0,345000.0
20986,6021503708,2014-11-22,334900.0,2,2.5,980,1013,3.0,0,0,3,8,980,0,2008,0,98117,47.6844,-122.387,980,1023,2014,11,fall,1,450000.0,1,401880.0,435370.0,385134.99999999994
20990,2919700109,2014-07-22,350000.0,2,2.5,1280,940,2.0,0,0,3,8,1060,220,2006,0,98103,47.6904,-122.364,1290,2900,2014,7,sumer,1,450000.0,1,420000.0,455000.0,402499.99999999994
20992,1776230220,2014-06-26,414000.0,3,2.5,2490,4540,2.5,0,0,3,8,2490,0,2012,0,98059,47.5051,-122.155,2640,3844,2014,6,sumer,1,450000.0,1,496800.0,538200.0,476099.99999999994
20999,7967000150,2014-08-08,353500.0,4,3.0,2050,4000,2.0,0,0,3,8,2050,0,2014,0,98001,47.3523,-122.275,2050,4000,2014,8,winter,1,450000.0,1,424200.0,459550.0,406524.99999999994
21004,3862710210,2014-05-20,409316.0,3,2.5,1800,3168,2.0,0,0,3,8,1800,0,2014,0,98065,47.5342,-121.841,1800,3393,2014,5,winter,1,450000.0,1,491179.19999999995,532110.8,470713.39999999997
21005,255460330,2015-05-06,388598.0,3,2.5,2370,4200,2.0,0,0,3,8,2370,0,2014,0,98038,47.3699,-122.019,2370,4370,2015,5,winter,1,450000.0,1,466317.6,505177.4,446887.69999999995
21006,291310610,2015-02-27,415000.0,3,2.25,1445,1512,2.0,0,0,3,7,1300,145,2004,0,98027,47.5341,-122.069,1445,1082,2015,2,winter,1,450000.0,1,498000.0,539500.0,477249.99999999994
21014,7697000150,2014-10-02,284000.0,3,2.5,1660,4083,2.0,0,0,3,7,1660,0,2013,0,98038,47.3595,-122.045,1800,4087,2014,10,fall,1,450000.0,1,340800.0,369200.0,326600.0
21015,8562780530,2015-03-28,338500.0,2,2.25,1150,711,2.0,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.071,1150,748,2015,3,spring,1,450000.0,1,406200.0,440050.0,389274.99999999994
21016,291310180,2014-06-13,379500.0,3,2.25,1410,1287,2.0,0,0,3,7,1290,120,2005,0,98027,47.5344,-122.068,1490,1435,2014,6,sumer,1,450000.0,1,455400.0,493350.0,436424.99999999994
21018,3023000120,2014-09-02,294900.0,3,2.5,1860,5025,2.0,0,0,3,8,1860,0,2010,0,98038,47.3557,-122.059,2000,5550,2014,9,fall,1,450000.0,1,353880.0,383370.0,339135.0
21019,7548301056,2014-06-09,345000.0,2,1.5,1340,1210,2.0,0,0,3,8,1120,220,2008,0,98144,47.588,-122.305,1340,1213,2014,6,sumer,1,450000.0,1,414000.0,448500.0,396749.99999999994
21021,6300500476,2015-04-15,420000.0,3,2.5,1509,1114,3.0,0,0,3,8,1509,0,2014,0,98133,47.7049,-122.34,1509,2431,2015,4,spring,1,450000.0,1,504000.0,546000.0,482999.99999999994
21023,3448001411,2015-02-20,286000.0,2,1.5,1010,825,3.0,0,0,3,7,1010,0,2007,0,98125,47.7124,-122.301,1128,1080,2015,2,winter,1,450000.0,1,343200.0,371800.0,328900.0
21026,2781230230,2015-02-04,395000.0,4,3.0,2750,7965,2.0,0,0,3,9,2750,0,2012,0,98038,47.3479,-122.028,2750,6000,2015,2,winter,1,450000.0,1,474000.0,513500.0,454249.99999999994
21028,9352900222,2014-12-29,255000.0,3,2.25,1320,963,2.0,0,0,3,7,1040,280,2007,0,98106,47.5199,-122.357,1300,1285,2014,12,winter,1,450000.0,1,306000.0,331500.0,293250.0
21029,7338220120,2014-10-15,260000.0,4,2.5,2150,3721,2.0,0,0,3,8,2150,0,2006,0,98002,47.3363,-122.217,2150,3721,2014,10,fall,1,450000.0,1,312000.0,338000.0,299000.0
21031,7203140360,2014-12-01,359782.0,3,2.5,1850,3400,2.0,0,0,3,7,1850,0,2010,0,98053,47.6871,-122.014,1850,3400,2014,12,winter,1,450000.0,1,431738.39999999997,467716.60000000003,413749.3
21037,1760650880,2015-03-17,327000.0,4,2.5,2110,3825,2.0,0,0,3,7,2110,0,2013,0,98042,47.359,-122.082,1950,3825,2015,3,spring,1,450000.0,1,392400.0,425100.0,376050.0
